#kp = 3.00
0.00,0,0,0
2.00,0,0,0
4.00,0,0,0
6.00,0,0,0
8.00,0,0,0
10.00,0,0,0
12.00,0,0,0
14.00,0,0,0
16.00,0,0,0
18.00,0,0,0
20.00,0,0,0
22.00,0,0,0
24.00,0,0,0
26.00,0,0,0
28.00,0,0,0
30.00,0,0,0
32.00,0,0,0
35.00,0,0,0
37.00,0,0,0
39.00,0,0,0
41.00,0,0,0
43.00,0,0,0
45.00,0,0,0
47.00,0,0,0
49.00,0,0,0
51.00,0,0,0
53.00,0,0,0
55.00,0,0,0
57.00,0,0,0
59.00,0,0,0
61.00,0,0,0
63.00,0,0,0
65.00,0,0,0
67.00,0,0,0
69.00,0,0,0
71.00,0,0,0
73.00,0,0,0
76.00,0,0,0
78.00,0,0,0
80.00,0,0,0
82.00,0,0,0
84.00,0,0,0
86.00,0,0,0
88.00,0,0,0
90.00,0,0,0
92.00,0,0,0
94.00,0,0,0
96.00,0,0,0
98.00,0,0,0
100.00,0,0,0
102.00,0,0,0
104.00,0,0,0
106.00,0,0,0
108.00,0,0,0
110.00,0,0,0
112.00,0,0,0
114.00,0,0,0
116.00,0,0,0
119.00,0,0,0
121.00,0,0,0
123.00,0,0,0
125.00,0,0,0
127.00,0,0,0
129.00,0,0,0
131.00,0,0,0
133.00,0,0,0
135.00,0,0,0
137.00,0,0,0
139.00,0,0,0
141.00,0,0,0
143.00,0,0,0
145.00,0,0,0
147.00,0,0,0
149.00,0,0,0
151.00,0,0,0
153.00,0,0,0
155.00,0,0,0
157.00,0,0,0
159.00,0,0,0
162.00,0,0,0
164.00,0,0,0
166.00,0,0,0
168.00,0,0,0
170.00,0,0,0
172.00,0,0,0
174.00,0,0,0
176.00,0,0,0
178.00,0,0,0
180.00,0,0,0
182.00,0,0,0
184.00,0,0,0
186.00,0,0,0
188.00,0,0,0
190.00,0,0,0
192.00,0,0,0
194.00,0,0,0
196.00,0,0,0
198.00,0,0,0
200.00,0,0,0
202.00,0,0,0
205.00,0,0,0
207.00,0,0,0
209.00,0,0,0
211.00,0,0,0
213.00,0,0,0
215.00,0,0,0
217.00,0,0,0
219.00,0,0,0
221.00,0,0,0
223.00,0,0,0
225.00,0,0,0
227.00,0,0,0
229.00,0,0,0
231.00,0,0,0
233.00,0,0,0
235.00,0,0,0
237.00,0,0,0
239.00,0,0,0
241.00,0,0,0
243.00,0,0,0
245.00,0,0,0
248.00,0,0,0
250.00,0,0,0
252.00,0,0,0
254.00,0,0,0
256.00,0,0,0
258.00,0,0,0
260.00,0,0,0
262.00,0,0,0
264.00,0,0,0
266.00,0,0,0
268.00,0,0,0
270.00,0,0,0
272.00,0,0,0
274.00,0,0,0
276.00,0,0,0
278.00,0,0,0
280.00,0,0,0
282.00,0,0,0
284.00,0,0,0
286.00,0,0,0
288.00,0,0,0
291.00,0,0,0
293.00,0,0,0
295.00,0,0,0
297.00,0,0,0
299.00,0,0,0
301.00,0,0,0
303.00,0,0,0
305.00,0,0,0
307.00,0,0,0
309.00,0,0,0
311.00,0,0,0
313.00,0,0,0
315.00,0,0,0
317.00,0,0,0
319.00,0,0,0
321.00,0,0,0
323.00,0,0,0
325.00,0,0,0
327.00,0,0,0
329.00,0,0,0
332.00,0,0,0
334.00,0,0,0
336.00,0,0,0
338.00,0,0,0
340.00,0,0,0
342.00,0,0,0
344.00,0,0,0
346.00,0,0,0
348.00,0,0,0
350.00,0,0,0
352.00,0,0,0
354.00,0,0,0
356.00,0,0,0
358.00,0,0,0
360.00,0,0,0
362.00,0,0,0
364.00,0,0,0
366.00,0,0,0
368.00,0,0,0
370.00,0,0,0
372.00,0,0,0
375.00,0,0,0
377.00,0,0,0
379.00,0,0,0
381.00,0,0,0
383.00,0,0,0
385.00,0,0,0
387.00,0,0,0
389.00,0,0,0
391.00,0,0,0
393.00,0,0,0
395.00,0,0,0
397.00,0,0,0
399.00,0,0,0
401.00,0,0,0
403.00,0,0,0
405.00,0,0,0
407.00,0,0,0
409.00,0,0,0
411.00,0,0,0
413.00,0,0,0
415.00,0,0,0
418.00,0,0,0
420.00,0,0,0
422.00,0,0,0
424.00,0,0,0
426.00,0,0,0
428.00,0,0,0
430.00,0,0,0
432.00,0,0,0
434.00,0,0,0
436.00,0,0,0
438.00,0,0,0
440.00,0,0,0
442.00,0,0,0
444.00,0,0,0
446.00,0,0,0
448.00,0,0,0
450.00,0,0,0
452.00,0,0,0
454.00,0,0,0
456.00,0,0,0
458.00,0,0,0
461.00,0,0,0
463.00,0,0,0
465.00,0,0,0
467.00,0,0,0
469.00,0,0,0
471.00,0,0,0
473.00,0,0,0
475.00,0,0,0
477.00,0,0,0
479.00,0,0,0
481.00,0,0,0
483.00,0,0,0
485.00,0,0,0
487.00,0,0,0
489.00,0,0,0
491.00,0,0,0
493.00,0,0,0
495.00,0,0,0
497.00,0,0,0
499.00,0,0,0
501.00,255,450,0
504.00,255,450,0
506.00,255,450,0
508.00,255,450,0
510.00,255,447,1
512.00,255,447,1
514.00,255,447,2
516.00,255,444,2
518.00,255,444,3
520.00,255,441,3
522.00,255,438,4
524.00,255,435,5
526.00,255,435,6
528.00,255,432,7
530.00,255,429,8
532.00,255,426,9
534.00,255,423,10
536.00,255,420,11
538.00,255,414,12
540.00,255,411,13
542.00,255,408,15
544.00,255,405,16
547.00,255,399,17
549.00,255,396,19
551.00,255,390,20
553.00,255,387,22
555.00,255,381,23
557.00,255,378,25
559.00,255,372,27
561.00,255,366,28
563.00,255,363,30
565.00,255,357,32
567.00,255,351,34
569.00,255,345,36
571.00,255,339,38
573.00,255,333,39
575.00,255,327,41
577.00,255,321,43
579.00,255,315,45
581.00,255,309,48
583.00,255,303,50
585.00,255,297,52
588.00,255,291,54
590.00,255,285,56
592.00,255,279,58
594.00,255,270,61
596.00,255,264,63
598.00,255,258,65
600.00,249,249,68
602.00,243,243,70
604.00,237,237,72
606.00,228,228,75
608.00,222,222,77
610.00,216,216,79
612.00,207,207,82
614.00,201,201,84
616.00,192,192,87
618.00,186,186,89
620.00,177,177,92
622.00,171,171,94
624.00,162,162,97
626.00,156,156,99
628.00,147,147,102
631.00,141,141,104
633.00,132,132,107
635.00,126,126,109
637.00,117,117,112
639.00,108,111,115
641.00,102,102,117
643.00,93,93,120
645.00,87,87,122
647.00,78,78,125
649.00,72,72,127
651.00,63,63,130
653.00,57,57,132
655.00,48,48,135
657.00,42,42,137
659.00,33,33,140
661.00,27,27,142
663.00,18,18,145
665.00,12,12,147
667.00,3,3,150
669.00,-3,-3,152
671.00,-12,-12,155
674.00,-18,-18,157
676.00,-24,-24,159
678.00,-33,-30,161
680.00,-39,-39,163
682.00,-42,-42,165
684.00,-48,-48,167
686.00,-54,-54,169
688.00,-60,-60,170
690.00,-63,-63,172
692.00,-69,-69,173
694.00,-72,-72,175
696.00,-75,-75,176
698.00,-81,-81,177
700.00,-84,-84,178
702.00,-87,-87,179
704.00,-90,-90,180
706.00,-93,-93,181
708.00,-93,-93,182
710.00,-96,-96,182
712.00,-99,-99,183
714.00,-99,-99,183
717.00,-102,-102,184
719.00,-102,-102,184
721.00,-102,-102,184
723.00,-105,-105,185
725.00,-105,-105,185
727.00,-105,-105,185
729.00,-105,-105,185
731.00,-105,-105,185
733.00,-105,-105,185
735.00,-105,-105,185
737.00,-105,-105,185
739.00,-105,-105,185
741.00,-105,-105,184
743.00,-102,-102,184
745.00,-102,-102,184
747.00,-102,-102,183
749.00,-99,-99,183
751.00,-99,-99,183
753.00,-96,-96,182
755.00,-96,-96,182
757.00,-93,-93,181
760.00,-93,-93,181
762.00,-90,-90,180
764.00,-90,-90,180
766.00,-87,-87,179
768.00,-87,-87,178
770.00,-84,-84,178
772.00,-81,-81,177
774.00,-81,-81,176
776.00,-78,-78,176
778.00,-75,-75,175
780.00,-72,-75,174
782.00,-72,-72,173
784.00,-69,-69,173
786.00,-66,-66,172
788.00,-63,-63,171
790.00,-63,-63,170
792.00,-60,-60,170
794.00,-57,-57,169
796.00,-54,-54,168
798.00,-54,-54,167
800.00,-51,-51,166
803.00,-48,-48,166
805.00,-45,-45,165
807.00,-42,-42,164
809.00,-42,-42,163
811.00,-39,-39,162
813.00,-36,-36,162
815.00,-33,-33,161
817.00,-30,-30,160
819.00,-27,-27,159
821.00,-27,-27,158
823.00,-24,-24,157
825.00,-21,-21,157
827.00,-18,-18,156
829.00,-15,-15,155
831.00,-12,-12,154
833.00,-12,-12,153
835.00,-9,-9,153
837.00,-6,-6,152
839.00,-3,-3,151
841.00,0,0,150
844.00,0,0,150
846.00,3,3,149
848.00,6,6,148
850.00,6,6,147
852.00,9,9,147
854.00,12,12,146
856.00,15,15,145
858.00,15,15,145
860.00,18,18,144
862.00,18,18,143
864.00,21,21,143
866.00,24,24,142
868.00,24,24,142
870.00,27,27,141
872.00,27,27,141
874.00,30,30,140
876.00,30,30,140
878.00,33,33,139
880.00,33,33,139
882.00,33,33,139
884.00,36,36,138
887.00,36,36,138
889.00,36,36,138
891.00,36,36,138
893.00,39,39,137
895.00,39,39,137
897.00,39,39,137
899.00,39,39,137
901.00,39,39,137
903.00,39,39,137
905.00,39,39,137
907.00,39,39,137
909.00,39,39,137
911.00,39,39,137
913.00,39,39,137
915.00,39,39,137
917.00,39,39,137
919.00,39,39,137
921.00,39,39,137
923.00,39,39,137
925.00,36,36,138
927.00,36,36,138
930.00,36,36,138
932.00,36,36,138
934.00,36,36,138
