Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.520090680,1,1,1,0,1,0,0,0
0.520107480,1,1,1,0,0,0,0,0
0.521071880,1,1,1,1,0,0,0,0
0.521087760,1,1,1,1,0,1,0,0
0.521116600,1,1,1,1,0,0,0,0
0.521267800,1,1,1,0,0,0,0,0
0.521269880,1,1,0,0,0,0,0,0
0.523999800,0,1,0,0,0,0,0,0
0.524007280,0,1,0,0,0,0,0,1
0.524012240,0,1,0,0,0,0,1,1
0.524016160,0,0,0,0,0,0,1,1
0.524016920,0,0,1,0,0,0,1,1
0.524019560,0,0,1,0,0,0,0,1
0.524091120,0,0,1,0,0,0,0,0
0.524104160,0,0,1,0,1,0,0,0
0.524121000,0,0,1,0,0,0,0,0
0.524904560,0,0,1,1,0,0,0,0
0.524922640,0,0,1,1,0,1,0,0
0.524951800,0,0,1,1,0,0,0,0
0.525072080,0,0,1,0,0,0,0,0
0.525074160,0,0,0,0,0,0,0,0
0.527987920,1,0,0,0,0,0,0,0
0.527997960,1,0,0,0,0,0,0,1
0.528002880,1,0,0,0,0,0,1,1
0.528005320,1,1,0,0,0,0,1,1
0.528006000,1,1,1,0,0,0,1,1
0.528010240,1,1,1,0,0,0,0,1
0.528081760,1,1,1,0,0,0,0,0
0.528094840,1,1,1,0,1,0,0,0
0.528111680,1,1,1,0,0,0,0,0
0.528926880,1,1,1,1,0,0,0,0
0.528944840,1,1,1,1,0,1,0,0
0.528973680,1,1,1,1,0,0,0,0
0.529108480,1,1,1,0,0,0,0,0
0.529109480,1,1,0,0,0,0,0,0
0.531988200,0,1,0,0,0,0,0,0
0.532003240,0,0,0,0,0,0,0,0
0.532004000,0,0,1,0,0,0,0,0
0.532035040,0,0,1,0,0,0,0,1
0.532039960,0,0,1,0,0,0,1,1
0.532047320,0,0,1,0,0,0,0,1
0.532119120,0,0,1,0,0,0,0,0
0.532138480,0,0,1,0,1,0,0,0
0.532155320,0,0,1,0,0,0,0,0
0.533108280,0,0,1,1,0,0,0,0
0.533132520,0,0,1,1,0,1,0,0
0.533161360,0,0,1,1,0,0,0,0
0.536303040,0,0,1,0,0,0,0,0
0.536305160,0,0,0,0,0,0,0,0
0.536312680,1,0,0,0,0,0,0,0
0.536319840,1,1,0,0,0,0,0,0
0.536320560,1,1,1,0,0,0,0,0
0.536351360,1,1,1,0,0,0,0,1
0.536356320,1,1,1,0,0,0,1,1
0.536363640,1,1,1,0,0,0,0,1
0.536435240,1,1,1,0,0,0,0,0
0.536448320,1,1,1,0,1,0,0,0
0.536465160,1,1,1,0,0,0,0,0
0.537594400,1,1,1,1,0,0,0,0
0.537612240,1,1,1,1,0,1,0,0
0.537641080,1,1,1,1,0,0,0,0
0.537799400,1,1,1,0,0,0,0,0
0.537801040,1,1,0,0,0,0,0,0
0.539992880,0,1,0,0,0,0,0,0
0.540002840,0,1,0,0,0,0,0,1
0.540007800,0,1,0,0,0,0,1,1
0.540010520,0,0,0,0,0,0,1,1
0.540011280,0,0,1,0,0,0,1,1
0.540015120,0,0,1,0,0,0,0,1
0.540086720,0,0,1,0,0,0,0,0
0.540099800,0,0,1,0,1,0,0,0
0.540116640,0,0,1,0,0,0,0,0
0.541288920,0,0,1,1,0,0,0,0
0.541299320,0,0,1,1,0,1,0,0
0.541328480,0,0,1,1,0,0,0,0
0.541497520,0,0,1,0,0,0,0,0
0.541499120,0,0,0,0,0,0,0,0
0.543989920,1,0,0,0,0,0,0,0
0.543997480,1,0,0,0,0,0,0,1
0.544002400,1,0,0,0,0,0,1,1
0.544007480,1,1,0,0,0,0,1,1
0.544008200,1,1,1,0,0,0,1,1
0.544009720,1,1,1,0,0,0,0,1
0.544081280,1,1,1,0,0,0,0,0
0.544094360,1,1,1,0,1,0,0,0
0.544111200,1,1,1,0,0,0,0,0
0.545167400,1,1,1,1,0,0,0,0
0.545183040,1,1,1,1,0,1,0,0
0.545211880,1,1,1,1,0,0,0,0
0.545368720,1,1,1,0,0,0,0,0
0.545369680,1,1,0,0,0,0,0,0
0.547994200,0,1,0,0,0,0,0,0
0.548001640,0,1,0,0,0,0,0,1
0.548006600,0,1,0,0,0,0,1,1
0.548010680,0,0,0,0,0,0,1,1
0.548011400,0,0,1,0,0,0,1,1
0.548013920,0,0,1,0,0,0,0,1
0.548085520,0,0,1,0,0,0,0,0
0.548098600,0,0,1,0,1,0,0,0
0.548115440,0,0,1,0,0,0,0,0
0.548900280,0,0,1,1,0,0,0,0
0.548917560,0,0,1,1,0,1,0,0
0.548946400,0,0,1,1,0,0,0,0
0.549102880,0,0,1,0,0,0,0,0
0.549105160,0,0,0,0,0,0,0,0
0.551993960,1,0,0,0,0,0,0,0
0.552001520,1,0,0,0,0,0,0,1
0.552006480,1,0,0,0,0,0,1,1
0.552008720,1,1,0,0,0,0,1,1
0.552009400,1,1,1,0,0,0,1,1
0.552013800,1,1,1,0,0,0,0,1
0.552085400,1,1,1,0,0,0,0,0
0.552098480,1,1,1,0,1,0,0,0
0.552115320,1,1,1,0,0,0,0,0
0.552906760,1,1,1,1,0,0,0,0
0.552922240,1,1,1,1,0,1,0,0
0.552951080,1,1,1,1,0,0,0,0
0.553070400,1,1,1,0,0,0,0,0
0.553072560,1,1,0,0,0,0,0,0
0.555996960,0,1,0,0,0,0,0,0
0.556009080,0,1,0,0,0,0,0,1
0.556013640,0,0,0,0,0,0,0,1
0.556014040,0,0,0,0,0,0,1,1
0.556014400,0,0,1,0,0,0,1,1
0.556021360,0,0,1,0,0,0,0,1
0.556092960,0,0,1,0,0,0,0,0
0.556106040,0,0,1,0,1,0,0,0
0.556122880,0,0,1,0,0,0,0,0
0.557022400,0,0,1,1,0,0,0,0
0.557037160,0,0,1,1,0,1,0,0
0.557066000,0,0,1,1,0,0,0,0
0.557218160,0,0,1,0,0,0,0,0
0.557220240,0,0,0,0,0,0,0,0
0.559997360,1,0,0,0,0,0,0,0
0.560008840,1,0,0,0,0,0,0,1
0.560013760,1,0,0,0,0,0,1,1
0.560014800,1,1,0,0,0,0,1,1
0.560015520,1,1,1,0,0,0,1,1
0.560021080,1,1,1,0,0,0,0,1
0.560092640,1,1,1,0,0,0,0,0
0.560105720,1,1,1,0,1,0,0,0
0.560122560,1,1,1,0,0,0,0,0
0.561203320,1,1,1,1,0,0,0,0
0.561221120,1,1,1,1,0,1,0,0
0.561249960,1,1,1,1,0,0,0,0
0.561388720,1,1,1,0,0,0,0,0
0.561389680,1,1,0,0,0,0,0,0
0.563993280,0,1,0,0,0,0,0,0
0.564006440,0,1,0,0,0,0,0,1
0.564011360,0,1,0,0,0,0,1,1
0.564011800,0,0,0,0,0,0,1,1
0.564012560,0,0,1,0,0,0,1,1
0.564018720,0,0,1,0,0,0,0,1
0.564090240,0,0,1,0,0,0,0,0
0.564103320,0,0,1,0,1,0,0,0
0.564120160,0,0,1,0,0,0,0,0
0.565296400,0,0,1,1,0,0,0,0
0.565312400,0,0,1,1,0,1,0,0
0.565341240,0,0,1,1,0,0,0,0
0.565483480,0,0,1,0,0,0,0,0
0.565484440,0,0,0,0,0,0,0,0
0.567992840,1,0,0,0,0,0,0,0
0.568008760,1,1,0,0,0,0,0,0
0.568009480,1,1,1,0,0,0,0,0
0.568027320,1,1,1,0,0,0,0,1
0.568032240,1,1,1,0,0,0,1,1
0.568039600,1,1,1,0,0,0,0,1
0.568111200,1,1,1,0,0,0,0,0
0.568124280,1,1,1,0,1,0,0,0
0.568141120,1,1,1,0,0,0,0,0
0.569298480,1,1,1,1,0,0,0,0
0.569315520,1,1,1,1,0,1,0,0
0.569344360,1,1,1,1,0,0,0,0
0.569503440,1,1,1,0,0,0,0,0
0.569506120,1,1,0,0,0,0,0,0
0.571995080,0,1,0,0,0,0,0,0
0.572002600,0,1,0,0,0,0,0,1
0.572007520,0,1,0,0,0,0,1,1
0.572012880,0,0,0,0,0,0,1,1
0.572013640,0,0,1,0,0,0,1,1
0.572014880,0,0,1,0,0,0,0,1
0.572086400,0,0,1,0,0,0,0,0
0.572106560,0,0,1,0,1,0,0,0
0.572123400,0,0,1,0,0,0,0,0
0.573167240,0,0,1,1,0,0,0,0
0.573184960,0,0,1,1,0,1,0,0
0.573213800,0,0,1,1,0,0,0,0
0.573344440,0,0,1,0,0,0,0,0
0.573345400,0,0,0,0,0,0,0,0
0.575987320,1,0,0,0,0,0,0,0
0.575994880,1,0,0,0,0,0,0,1
0.575999840,1,0,0,0,0,0,1,1
0.576004960,1,1,0,0,0,0,1,1
0.576005680,1,1,1,0,0,0,1,1
0.576007160,1,1,1,0,0,0,0,1
0.576078720,1,1,1,0,0,0,0,0
0.576091760,1,1,1,0,1,0,0,0
0.576108600,1,1,1,0,0,0,0,0
0.576895320,1,1,1,1,0,0,0,0
0.576911600,1,1,1,1,0,1,0,0
0.576940440,1,1,1,1,0,0,0,0
0.577073840,1,1,1,0,0,0,0,0
0.577074800,1,1,0,0,0,0,0,0
0.579990440,0,1,0,0,0,0,0,0
0.579998000,0,1,0,0,0,0,0,1
0.580002920,0,1,0,0,0,0,1,1
0.580009160,0,0,0,0,0,0,1,1
0.580009960,0,0,1,0,0,0,1,1
0.580010280,0,0,1,0,0,0,0,1
0.580081800,0,0,1,0,0,0,0,0
0.580094880,0,0,1,0,1,0,0,0
0.580111720,0,0,1,0,0,0,0,0
0.580916240,0,0,1,1,0,0,0,0
0.580933440,0,0,1,1,0,1,0,0
0.580962280,0,0,1,1,0,0,0,0
0.581096640,0,0,1,0,0,0,0,0
0.581097600,0,0,0,0,0,0,0,0
0.583992120,1,0,0,0,0,0,0,0
0.584007160,1,1,0,0,0,0,0,0
0.584007880,1,1,1,0,0,0,0,0
0.584031640,1,1,1,0,0,0,0,1
0.584036560,1,1,1,0,0,0,1,1
0.584043880,1,1,1,0,0,0,0,1
0.584115440,1,1,1,0,0,0,0,0
0.584128520,1,1,1,0,1,0,0,0
0.584145360,1,1,1,0,0,0,0,0
0.585068280,1,1,1,1,0,0,0,0
0.585085640,1,1,1,1,0,1,0,0
0.585114480,1,1,1,1,0,0,0,0
0.585282320,1,1,1,0,0,0,0,0
0.585283960,1,1,0,0,0,0,0,0
0.587988720,0,1,0,0,0,0,0,0
0.588006040,0,0,0,0,0,0,0,0
0.588006800,0,0,1,0,0,0,0,0
0.588028040,0,0,1,0,0,0,0,1
0.588033000,0,0,1,0,0,0,1,1
0.588040320,0,0,1,0,0,0,0,1
0.588111880,0,0,1,0,0,0,0,0
0.588124920,0,0,1,0,1,0,0,0
0.588141760,0,0,1,0,0,0,0,0
0.589242960,0,0,1,1,0,0,0,0
0.589260840,0,0,1,1,0,1,0,0
0.589289680,0,0,1,1,0,0,0,0
0.589422840,0,0,1,0,0,0,0,0
0.589423840,0,0,0,0,0,0,0,0
0.591991840,1,0,0,0,0,0,0,0
0.592009520,1,1,0,0,0,0,0,0
0.592010240,1,1,1,0,0,0,0,0
0.592029360,1,1,1,0,0,0,0,1
0.592034280,1,1,1,0,0,0,1,1
0.592041600,1,1,1,0,0,0,0,1
0.592113160,1,1,1,0,0,0,0,0
0.592126240,1,1,1,0,1,0,0,0
0.592143080,1,1,1,0,0,0,0,0
0.593317080,1,1,1,1,0,0,0,0
0.593333840,1,1,1,1,0,1,0,0
0.593362680,1,1,1,1,0,0,0,0
0.593481560,1,1,1,0,0,0,0,0
0.593482520,1,1,0,0,0,0,0,0
0.595994920,0,1,0,0,0,0,0,0
0.596007760,0,1,0,0,0,0,0,1
0.596012680,0,1,0,0,0,0,1,1
0.596018280,0,0,0,0,0,0,1,1
0.596019040,0,0,1,0,0,0,1,1
0.596020000,0,0,1,0,0,0,0,1
0.596091560,0,0,1,0,0,0,0,0
0.596104640,0,0,1,0,1,0,0,0
0.596121480,0,0,1,0,0,0,0,0
0.597235440,0,0,1,1,0,0,0,0
0.597252800,0,0,1,1,0,1,0,0
0.597281640,0,0,1,1,0,0,0,0
0.597402880,0,0,1,0,0,0,0,0
0.597403840,0,0,0,0,0,0,0,0
0.599992480,1,0,0,0,0,0,0,0
0.599999960,1,0,0,0,0,0,0,1
0.600004920,1,0,0,0,0,0,1,1
0.600007240,1,1,0,0,0,0,1,1
0.600007960,1,1,1,0,0,0,1,1
0.600012240,1,1,1,0,0,0,0,1
0.600083920,1,1,1,0,0,0,0,0
0.600096920,1,1,1,0,1,0,0,0
0.600113760,1,1,1,0,0,0,0,0
0.601153600,1,1,1,1,0,0,0,0
0.601168600,1,1,1,1,0,1,0,0
0.601197440,1,1,1,1,0,0,0,0
0.601337160,1,1,1,0,0,0,0,0
0.601338120,1,1,0,0,0,0,0,0
0.603993600,0,1,0,0,0,0,0,0
0.604001080,0,1,0,0,0,0,0,1
0.604006040,0,1,0,0,0,0,1,1
0.604010280,0,0,0,0,0,0,1,1
0.604011040,0,0,1,0,0,0,1,1
0.604013360,0,0,1,0,0,0,0,1
0.604084920,0,0,1,0,0,0,0,0
0.604097960,0,0,1,0,1,0,0,0
0.604114800,0,0,1,0,0,0,0,0
0.604902000,0,0,1,1,0,0,0,0
0.604917320,0,0,1,1,0,1,0,0
0.604946160,0,0,1,1,0,0,0,0
0.605090520,0,0,1,0,0,0,0,0
0.605091480,0,0,0,0,0,0,0,0
0.607994960,1,0,0,0,0,0,0,0
0.608002440,1,0,0,0,0,0,0,1
0.608007400,1,0,0,0,0,0,1,1
0.608009320,1,1,0,0,0,0,1,1
0.608010040,1,1,1,0,0,0,1,1
0.608014720,1,1,1,0,0,0,0,1
0.608086280,1,1,1,0,0,0,0,0
0.608099320,1,1,1,0,1,0,0,0
0.608116160,1,1,1,0,0,0,0,0
0.608919480,1,1,1,1,0,0,0,0
0.608935920,1,1,1,1,0,1,0,0
0.608965080,1,1,1,1,0,0,0,0
0.609094760,1,1,1,0,0,0,0,0
0.609095720,1,1,0,0,0,0,0,0
0.611997760,0,1,0,0,0,0,0,0
0.612014560,0,0,0,0,0,0,0,0
0.612015320,0,0,1,0,0,0,0,0
0.612047760,0,0,1,0,0,0,0,1
0.612052720,0,0,1,0,0,0,1,1
0.612060040,0,0,1,0,0,0,0,1
0.612131720,0,0,1,0,0,0,0,0
0.612151120,0,0,1,0,1,0,0,0
0.612167920,0,0,1,0,0,0,0,0
0.613087320,0,0,1,1,0,0,0,0
0.613101000,0,0,1,1,0,1,0,0
0.613129840,0,0,1,1,0,0,0,0
0.613293120,0,0,1,0,0,0,0,0
0.613294080,0,0,0,0,0,0,0,0
0.615999400,1,0,0,0,0,0,0,0
0.616015720,1,1,0,0,0,0,0,0
0.616016440,1,1,1,0,0,0,0,0
0.616044280,1,1,1,0,0,0,0,1
0.616049200,1,1,1,0,0,0,1,1
0.616056520,1,1,1,0,0,0,0,1
0.616128160,1,1,1,0,0,0,0,0
0.616147560,1,1,1,0,1,0,0,0
0.616164360,1,1,1,0,0,0,0,0
0.617268600,1,1,1,1,0,0,0,0
0.617283440,1,1,1,1,0,1,0,0
0.617312280,1,1,1,1,0,0,0,0
0.617440760,1,1,1,0,0,0,0,0
0.617441720,1,1,0,0,0,0,0,0
0.619988480,0,1,0,0,0,0,0,0
0.620002200,0,1,0,0,0,0,0,1
0.620006600,0,0,0,0,0,0,0,1
0.620007120,0,0,0,0,0,0,1,1
0.620007320,0,0,1,0,0,0,1,1
0.620014440,0,0,1,0,0,0,0,1
0.620086000,0,0,1,0,0,0,0,0
0.620099080,0,0,1,0,1,0,0,0
0.620115920,0,0,1,0,0,0,0,0
0.621294040,0,0,1,1,0,0,0,0
0.621312240,0,0,1,1,0,1,0,0
0.621341080,0,0,1,1,0,0,0,0
0.621487600,0,0,1,0,0,0,0,0
0.621488560,0,0,0,0,0,0,0,0
0.623990320,1,0,0,0,0,0,0,0
0.624006600,1,1,0,0,0,0,0,0
0.624007320,1,1,1,0,0,0,0,0
0.624023960,1,1,1,0,0,0,0,1
0.624028920,1,1,1,0,0,0,1,1
0.624036240,1,1,1,0,0,0,0,1
0.624107920,1,1,1,0,0,0,0,0
0.624120960,1,1,1,0,1,0,0,0
0.624137800,1,1,1,0,0,0,0,0
0.625296120,1,1,1,1,0,0,0,0
0.625308680,1,1,1,1,0,1,0,0
0.625337520,1,1,1,1,0,0,0,0
0.625493120,1,1,1,0,0,0,0,0
0.625495240,1,1,0,0,0,0,0,0
0.627997960,0,1,0,0,0,0,0,0
0.628005520,0,1,0,0,0,0,0,1
0.628010440,0,1,0,0,0,0,1,1
0.628013760,0,0,0,0,0,0,1,1
0.628014520,0,0,1,0,0,0,1,1
0.628017760,0,0,1,0,0,0,0,1
0.628089320,0,0,1,0,0,0,0,0
0.628102400,0,0,1,0,1,0,0,0
0.628119240,0,0,1,0,0,0,0,0
0.629117640,0,0,1,1,0,0,0,0
0.629134640,0,0,1,1,0,1,0,0
0.629163520,0,0,1,1,0,0,0,0
0.629309040,0,0,1,0,0,0,0,0
0.629311160,0,0,0,0,0,0,0,0
0.631989520,1,0,0,0,0,0,0,0
0.631997080,1,0,0,0,0,0,0,1
0.632002000,1,0,0,0,0,0,1,1
0.632006640,1,1,0,0,0,0,1,1
0.632007320,1,1,1,0,0,0,1,1
0.632009320,1,1,1,0,0,0,0,1
0.632081000,1,1,1,0,0,0,0,0
0.632094080,1,1,1,0,1,0,0,0
0.632110920,1,1,1,0,0,0,0,0
0.632896760,1,1,1,1,0,0,0,0
0.632914000,1,1,1,1,0,1,0,0
0.632942840,1,1,1,1,0,0,0,0
0.633106560,1,1,1,0,0,0,0,0
0.633108680,1,1,0,0,0,0,0,0
0.635989240,0,1,0,0,0,0,0,0
0.635996760,0,1,0,0,0,0,0,1
0.636001680,0,1,0,0,0,0,1,1
0.636003800,0,0,0,0,0,0,1,1
0.636004600,0,0,1,0,0,0,1,1
0.636009000,0,0,1,0,0,0,0,1
0.636080680,0,0,1,0,0,0,0,0
0.636093760,0,0,1,0,1,0,0,0
0.636110600,0,0,1,0,0,0,0,0
0.636933280,0,0,1,1,0,0,0,0
0.636952320,0,0,1,1,0,1,0,0
0.636981160,0,0,1,1,0,0,0,0
0.637117760,0,0,1,0,0,0,0,0
0.637118760,0,0,0,0,0,0,0,0
0.639992760,1,0,0,0,0,0,0,0
0.640008800,1,1,0,0,0,0,0,0
0.640009480,1,1,1,0,0,0,0,0
0.640020200,1,1,1,0,0,0,0,1
0.640025120,1,1,1,0,0,0,1,1
0.640032440,1,1,1,0,0,0,0,1
0.640104200,1,1,1,0,0,0,0,0
0.640117280,1,1,1,0,1,0,0,0
0.640134120,1,1,1,0,0,0,0,0
0.641108200,1,1,1,1,0,0,0,0
0.641124080,1,1,1,1,0,1,0,0
0.641152920,1,1,1,1,0,0,0,0
0.641313600,1,1,1,0,0,0,0,0
0.641314560,1,1,0,0,0,0,0,0
0.643992600,0,1,0,0,0,0,0,0
0.644008840,0,0,0,0,0,0,0,0
0.644009600,0,0,1,0,0,0,0,0
0.644014160,0,0,1,0,0,0,0,1
0.644019120,0,0,1,0,0,0,1,1
0.644026440,0,0,1,0,0,0,0,1
0.644098000,0,0,1,0,0,0,0,0
0.644111080,0,0,1,0,1,0,0,0
0.644127920,0,0,1,0,0,0,0,0
0.645262920,0,0,1,1,0,0,0,0
0.645271240,0,0,1,1,0,1,0,0
0.645300080,0,0,1,1,0,0,0,0
0.645428720,0,0,1,0,0,0,0,0
0.645429680,0,0,0,0,0,0,0,0
0.647988840,1,0,0,0,0,0,0,0
0.648006920,1,1,0,0,0,0,0,0
0.648007680,1,1,1,0,0,0,0,0
0.648016040,1,1,1,0,0,0,0,1
0.648021000,1,1,1,0,0,0,1,1
0.648028320,1,1,1,0,0,0,0,1
0.648100000,1,1,1,0,0,0,0,0
0.648113080,1,1,1,0,1,0,0,0
0.648129880,1,1,1,0,0,0,0,0
0.649251960,1,1,1,1,0,0,0,0
0.649269840,1,1,1,1,0,1,0,0
0.649298680,1,1,1,1,0,0,0,0
0.649459320,1,1,1,0,0,0,0,0
0.649460280,1,1,0,0,0,0,0,0
0.651991560,0,1,0,0,0,0,0,0
0.652008960,0,0,0,0,0,0,0,0
0.652009680,0,0,1,0,0,0,0,0
0.652028840,0,0,1,0,0,0,0,1
0.652033800,0,0,1,0,0,0,1,1
0.652041120,0,0,1,0,0,0,0,1
0.652112680,0,0,1,0,0,0,0,0
0.652132080,0,0,1,0,1,0,0,0
0.652148880,0,0,1,0,0,0,0,0
0.653262160,0,0,1,1,0,0,0,0
0.653275600,0,0,1,1,0,1,0,0
0.653304440,0,0,1,1,0,0,0,0
0.653423160,0,0,1,0,0,0,0,0
0.653425280,0,0,0,0,0,0,0,0
0.655993120,1,0,0,0,0,0,0,0
0.656000560,1,0,0,0,0,0,0,1
0.656005520,1,0,0,0,0,0,1,1
0.656009000,1,1,0,0,0,0,1,1
0.656009720,1,1,1,0,0,0,1,1
0.656012840,1,1,1,0,0,0,0,1
0.656084440,1,1,1,0,0,0,0,0
0.656103840,1,1,1,0,1,0,0,0
0.656120680,1,1,1,0,0,0,0,0
0.657160800,1,1,1,1,0,0,0,0
0.657177760,1,1,1,1,0,1,0,0
0.657206600,1,1,1,1,0,0,0,0
0.657333160,1,1,1,0,0,0,0,0
0.657334800,1,1,0,0,0,0,0,0
0.659993000,0,1,0,0,0,0,0,0
0.660000560,0,1,0,0,0,0,0,1
0.660005480,0,1,0,0,0,0,1,1
0.660008120,0,0,0,0,0,0,1,1
0.660008880,0,0,1,0,0,0,1,1
0.660012800,0,0,1,0,0,0,0,1
0.660084360,0,0,1,0,0,0,0,0
0.660097440,0,0,1,0,1,0,0,0
0.660114280,0,0,1,0,0,0,0,0
0.660927680,0,0,1,1,0,0,0,0
0.660943120,0,0,1,1,0,1,0,0
0.660971960,0,0,1,1,0,0,0,0
0.661114360,0,0,1,0,0,0,0,0
0.661115320,0,0,0,0,0,0,0,0
0.663993680,1,0,0,0,0,0,0,0
0.664001160,1,0,0,0,0,0,0,1
0.664006080,1,0,0,0,0,0,1,1
0.664010080,1,1,0,0,0,0,1,1
0.664010800,1,1,1,0,0,0,1,1
0.664013440,1,1,1,0,0,0,0,1
0.664084960,1,1,1,0,0,0,0,0
0.664098040,1,1,1,0,1,0,0,0
0.664114880,1,1,1,0,0,0,0,0
0.664903840,1,1,1,1,0,0,0,0
0.664919840,1,1,1,1,0,1,0,0
0.664948680,1,1,1,1,0,0,0,0
0.665132520,1,1,1,0,0,0,0,0
0.665133480,1,1,0,0,0,0,0,0
0.667991040,0,1,0,0,0,0,0,0
0.668008600,0,1,0,0,0,0,0,1
0.668009120,0,0,0,0,0,0,0,1
0.668009880,0,0,1,0,0,0,0,1
0.668013520,0,0,1,0,0,0,1,1
0.668020840,0,0,1,0,0,0,0,1
0.668092400,0,0,1,0,0,0,0,0
0.668105480,0,0,1,0,1,0,0,0
0.668122320,0,0,1,0,0,0,0,0
0.669043400,0,0,1,1,0,0,0,0
0.669061360,0,0,1,1,0,1,0,0
0.669090200,0,0,1,1,0,0,0,0
0.669227080,0,0,1,0,0,0,0,0
0.669228080,0,0,0,0,0,0,0,0
0.671994640,1,0,0,0,0,0,0,0
0.672004240,1,0,0,0,0,0,0,1
0.672009200,1,0,0,0,0,0,1,1
0.672013240,1,1,0,0,0,0,1,1
0.672013960,1,1,1,0,0,0,1,1
0.672016520,1,1,1,0,0,0,0,1
0.672092760,1,1,1,0,0,0,0,0
0.672105840,1,1,1,0,1,0,0,0
0.672122680,1,1,1,0,0,0,0,0
0.673233200,1,1,1,1,0,0,0,0
0.673245480,1,1,1,1,0,1,0,0
0.673274320,1,1,1,1,0,0,0,0
0.676347320,1,1,1,0,0,0,0,0
0.676350200,1,1,0,0,0,0,0,0
0.676356240,0,1,0,0,0,0,0,0
0.676362240,0,0,0,0,0,0,0,0
0.676363000,0,0,1,0,0,0,0,0
0.676406920,0,0,1,0,0,0,0,1
0.676411880,0,0,1,0,0,0,1,1
0.676419200,0,0,1,0,0,0,0,1
0.676495440,0,0,1,0,0,0,0,0
0.676508520,0,0,1,0,1,0,0,0
0.676525360,0,0,1,0,0,0,0,0
0.677705560,0,0,1,1,0,0,0,0
0.677723400,0,0,1,1,0,1,0,0
0.677752240,0,0,1,1,0,0,0,0
0.677906000,0,0,1,0,0,0,0,0
0.677908080,0,0,0,0,0,0,0,0
0.679994520,1,0,0,0,0,0,0,0
0.680014320,1,1,0,0,0,0,0,0
0.680015040,1,1,1,0,0,0,0,0
0.680032360,1,1,1,0,0,0,0,1
0.680037320,1,1,1,0,0,0,1,1
0.680044640,1,1,1,0,0,0,0,1
0.680120880,1,1,1,0,0,0,0,0
0.680133960,1,1,1,0,1,0,0,0
0.680150760,1,1,1,0,0,0,0,0
0.681309360,1,1,1,1,0,0,0,0
0.681323880,1,1,1,1,0,1,0,0
0.681352720,1,1,1,1,0,0,0,0
0.681521440,1,1,1,0,0,0,0,0
0.681522400,1,1,0,0,0,0,0,0
0.683989480,0,1,0,0,0,0,0,0
0.683996960,0,1,0,0,0,0,0,1
0.684001880,0,1,0,0,0,0,1,1
0.684007360,0,0,0,0,0,0,1,1
0.684008120,0,0,1,0,0,0,1,1
0.684009200,0,0,1,0,0,0,0,1
0.684085440,0,0,1,0,0,0,0,0
0.684098520,0,0,1,0,1,0,0,0
0.684115360,0,0,1,0,0,0,0,0
0.685132920,0,0,1,1,0,0,0,0
0.685145800,0,0,1,1,0,1,0,0
0.685174640,0,0,1,1,0,0,0,0
0.685311520,0,0,1,0,0,0,0,0
0.685312480,0,0,0,0,0,0,0,0
0.687989960,1,0,0,0,0,0,0,0
0.687997440,1,0,0,0,0,0,0,1
0.688002360,1,0,0,0,0,0,1,1
0.688007600,1,1,0,0,0,0,1,1
0.688008320,1,1,1,0,0,0,1,1
0.688009680,1,1,1,0,0,0,0,1
0.688081240,1,1,1,0,0,0,0,0
0.688094320,1,1,1,0,1,0,0,0
0.688111160,1,1,1,0,0,0,0,0
0.688899720,1,1,1,1,0,0,0,0
0.688915840,1,1,1,1,0,1,0,0
0.688944680,1,1,1,1,0,0,0,0
0.689101600,1,1,1,0,0,0,0,0
0.689103680,1,1,0,0,0,0,0,0
0.691991480,0,1,0,0,0,0,0,0
0.691998960,0,1,0,0,0,0,0,1
0.692003920,0,1,0,0,0,0,1,1
0.692006560,0,0,0,0,0,0,1,1
0.692007320,0,0,1,0,0,0,1,1
0.692011240,0,0,1,0,0,0,0,1
0.692082800,0,0,1,0,0,0,0,0
0.692095840,0,0,1,0,1,0,0,0
0.692112680,0,0,1,0,0,0,0,0
0.692914720,0,0,1,1,0,0,0,0
0.692929960,0,0,1,1,0,1,0,0
0.692958800,0,0,1,1,0,0,0,0
0.693107160,0,0,1,0,0,0,0,0
0.693109240,0,0,0,0,0,0,0,0
0.695993520,1,0,0,0,0,0,0,0
0.696012280,1,1,0,0,0,0,0,0
0.696013000,1,1,1,0,0,0,0,0
0.696025040,1,1,1,0,0,0,0,1
0.696029960,1,1,1,0,0,0,1,1
0.696037280,1,1,1,0,0,0,0,1
0.696113520,1,1,1,0,0,0,0,0
0.696132920,1,1,1,0,1,0,0,0
0.696149760,1,1,1,0,0,0,0,0
0.697094080,1,1,1,1,0,0,0,0
0.697110440,1,1,1,1,0,1,0,0
0.697139280,1,1,1,1,0,0,0,0
0.697273480,1,1,1,0,0,0,0,0
0.697274440,1,1,0,0,0,0,0,0
0.699989160,0,1,0,0,0,0,0,0
0.700004360,0,0,0,0,0,0,0,0
0.700005120,0,0,1,0,0,0,0,0
0.700025760,0,0,1,0,0,0,0,1
0.700030680,0,0,1,0,0,0,1,1
0.700038040,0,0,1,0,0,0,0,1
0.700114200,0,0,1,0,0,0,0,0
0.700127280,0,0,1,0,1,0,0,0
0.700144120,0,0,1,0,0,0,0,0
0.701255480,0,0,1,1,0,0,0,0
