Time [s],Channel 0,Channel 1
-2.325440720,0,0
-2.323441760,0,1
-2.321443680,0,0
-2.319444720,0,1
-2.317446600,0,0
-2.315447640,0,1
-2.313449560,0,0
-2.311450600,0,1
-2.309452560,0,0
-2.307453600,0,1
-2.305455520,0,0
-2.303456560,0,1
-2.301458480,0,0
-2.299459520,0,1
-2.297461440,0,0
-2.295462480,0,1
-2.293464400,0,0
-2.291465440,0,1
-2.289467360,0,0
-2.287468400,0,1
-2.285470280,0,0
-2.283471320,0,1
-2.281473240,0,0
-2.279474280,0,1
-2.277476200,0,0
-2.275477240,0,1
-2.273479160,0,0
-2.271480200,0,1
-2.269482160,0,0
-2.267483200,0,1
-2.265485120,0,0
-2.263486160,0,1
-2.261488080,0,0
-2.259489120,0,1
-2.257491000,0,0
-2.255492040,0,1
-2.253493960,0,0
-2.251495000,0,1
-2.249496920,0,0
-2.247497960,0,1
-2.245499880,0,0
-2.243500920,0,1
-2.241502840,0,0
-2.239503880,0,1
-2.237505840,0,0
-2.235506880,0,1
-2.233508800,0,0
-2.231509840,0,1
-2.229511760,0,0
-2.227512800,0,1
-2.225514680,0,0
-2.223515720,0,1
-2.221517640,0,0
-2.219518680,0,1
-2.217520600,0,0
-2.215521640,0,1
-2.213523560,0,0
-2.211524600,0,1
-2.209523240,0,0
-2.207527560,0,1
-2.205529520,0,0
-2.203530560,0,1
-2.201532480,0,0
-2.199533560,0,1
-2.197535440,0,0
-2.195536480,0,1
-2.193538400,0,0
-2.191539440,0,1
-2.189541360,0,0
-2.187542440,0,1
-2.185544280,0,0
-2.183545320,0,1
-2.181547240,0,0
-2.179548280,0,1
-2.177550240,0,0
-2.175551280,0,1
-2.173553200,0,0
-2.171554240,0,1
-2.169556160,0,0
-2.167557200,0,1
-2.165559120,0,0
-2.163560160,0,1
-2.161562080,0,0
-2.159563120,0,1
-2.157565040,0,0
-2.155566120,0,1
-2.153567960,0,0
-2.151569000,0,1
-2.149570920,0,0
-2.147571960,0,1
-2.145573880,0,0
-2.143574920,0,1
-2.141576840,0,0
-2.139577920,0,1
-2.137579840,0,0
-2.135580920,0,1
-2.133582800,0,0
-2.131583880,0,1
-2.129585760,0,0
-2.127586840,0,1
-2.125588680,0,0
-2.123589800,0,1
-2.121591640,0,0
-2.119592680,0,1
-2.117594600,0,0
-2.115595640,0,1
-2.113597560,0,0
-2.111598600,0,1
-2.109600520,0,0
-2.107601560,0,1
-2.105603520,0,0
-2.103604600,0,1
-2.101606480,0,0
-2.099607560,0,1
-2.097609440,0,0
-2.095610520,0,1
-2.093612360,0,0
-2.091613400,0,1
-2.089615320,0,0
-2.087616360,0,1
-2.085618280,0,0
-2.083619320,0,1
-2.081617960,0,0
-2.079622280,0,1
-2.077624200,0,0
-2.075625240,0,1
-2.073627200,0,0
-2.071628280,0,1
-2.069630160,0,0
-2.067631240,0,1
-2.065633120,0,0
-2.063634200,0,1
-2.061636080,0,0
-2.059637160,0,1
-2.057639040,0,0
-2.055640120,0,1
-2.053641960,0,0
-2.051643000,0,1
-2.049644920,0,0
-2.047645960,0,1
-2.045647920,0,0
-2.043649000,0,1
-2.041650880,0,0
-2.039651960,0,1
-2.037653840,0,0
-2.035654920,0,1
-2.033656800,0,0
-2.031657880,0,1
-2.029659760,0,0
-2.027660840,0,1
-2.025662720,0,0
-2.023663800,0,1
-2.021665640,0,0
-2.019666680,0,1
-2.017668600,0,0
-2.015669640,0,1
-2.013671560,0,0
-2.011672680,0,1
-2.009674560,0,0
-2.007675640,0,1
-2.005677520,0,0
-2.003678600,0,1
-2.001680480,0,0
-1.999681560,0,1
-1.997683440,0,0
-1.995684520,0,1
-1.993686400,0,0
-1.991687480,0,1
-1.989689320,0,0
-1.987690360,0,1
-1.985692280,0,0
-1.983693320,0,1
-1.981695240,0,0
-1.979696280,0,1
-1.977698200,0,0
-1.975699240,0,1
-1.973701200,0,0
-1.971702280,0,1
-1.969704160,0,0
-1.967705240,0,1
-1.965707120,0,0
-1.963708200,0,1
-1.961710040,0,0
-1.959711080,0,1
-1.957713000,0,0
-1.955714040,0,1
-1.953712720,0,0
-1.951717000,0,1
-1.949718920,0,0
-1.947719960,0,1
-1.945721880,0,0
-1.943722920,0,1
-1.941724880,0,0
-1.939725960,0,1
-1.937727840,0,0
-1.935728920,0,1
-1.933730800,0,0
-1.931731880,0,1
-1.929733760,0,0
-1.927734840,0,1
-1.925736680,0,0
-1.923737720,0,1
-1.921739640,0,0
-1.919740680,0,1
-1.917742600,0,0
-1.915743640,0,1
-1.913745600,0,0
-1.911746680,0,1
-1.909748560,0,0
-1.907749640,0,1
-1.905751520,0,0
-1.903752600,0,1
-1.901754480,0,0
-1.899755560,0,1
-1.897757440,0,0
-1.895758520,0,1
-1.893760400,0,0
-1.891761480,0,1
-1.889763320,0,0
-1.887764360,0,1
-1.885766280,0,0
-1.883767320,0,1
-1.881769280,0,0
-1.879770360,0,1
-1.877772240,0,0
-1.875773320,0,1
-1.873775200,0,0
-1.871776280,0,1
-1.869778160,0,0
-1.867779240,0,1
-1.865781120,0,0
-1.863782200,0,1
-1.861784080,0,0
-1.859785160,0,1
-1.857787000,0,0
-1.855788040,0,1
-1.853789960,0,0
-1.851791000,0,1
-1.849792920,0,0
-1.847793960,0,1
-1.845795880,0,0
-1.843796920,0,1
-1.841798880,0,0
-1.839799960,0,1
-1.837801840,0,0
-1.835802920,0,1
-1.833804800,0,0
-1.831805880,0,1
-1.829807720,0,0
-1.827808760,0,1
-1.825807440,0,0
-1.823811720,0,1
-1.821813640,0,0
-1.819814680,0,1
-1.817816600,0,0
-1.815817640,0,1
-1.813819560,0,0
-1.811820600,0,1
-1.809822560,0,0
-1.807823640,0,1
-1.805825520,0,0
-1.803826600,0,1
-1.801828480,0,0
-1.799829560,0,1
-1.797831400,0,0
-1.795832440,0,1
-1.793834360,0,0
-1.791835400,0,1
-1.789837320,0,0
-1.787838360,0,1
-1.785840280,0,0
-1.783841320,0,1
-1.781843240,0,0
-1.779844280,0,1
-1.777846240,0,0
-1.775847320,0,1
-1.773849200,0,0
-1.771850280,0,1
-1.769852160,0,0
-1.767853240,0,1
-1.765855120,0,0
-1.763856200,0,1
-1.761858080,0,0
-1.759859160,0,1
-1.757861000,0,0
-1.755862040,0,1
-1.753863960,0,0
-1.751865000,0,1
-1.749866960,0,0
-1.747868040,0,1
-1.745869920,0,0
-1.743871000,0,1
-1.741872880,0,0
-1.739873960,0,1
-1.737875840,0,0
-1.735876920,0,1
-1.733878800,0,0
-1.731879880,0,1
-1.729881760,0,0
-1.727882840,0,1
-1.725884680,0,0
-1.723885720,0,1
-1.721887640,0,0
-1.719888680,0,1
-1.717890600,0,0
-1.715891640,0,1
-1.713893600,0,0
-1.711894680,0,1
-1.709896560,0,0
-1.707897640,0,1
-1.705899560,0,0
-1.703900600,0,1
-1.701902520,0,0
-1.699903560,0,1
-1.697902160,0,0
-1.695906520,0,1
-1.693908360,0,0
-1.691909400,0,1
-1.689911320,0,0
-1.687912360,0,1
-1.685914280,0,0
-1.683915320,0,1
-1.681917240,0,0
-1.679918280,0,1
-1.677920280,0,0
-1.675921320,0,1
-1.673923240,0,0
-1.671924280,0,1
-1.669926200,0,0
-1.667927240,0,1
-1.665929080,0,0
-1.663930120,0,1
-1.661932040,0,0
-1.659933080,0,1
-1.657935000,0,0
-1.655936040,0,1
-1.653937960,0,0
-1.651939000,0,1
-1.649940920,0,0
-1.647941960,0,1
-1.645943960,0,0
-1.643945000,0,1
-1.641946920,0,0
-1.639947960,0,1
-1.637949880,0,0
-1.635950920,0,1
-1.633952840,0,0
-1.631953880,0,1
-1.629955800,0,0
-1.627956760,0,1
-1.625958680,0,0
-1.623959720,0,1
-1.621961640,0,0
-1.619962680,0,1
-1.617964680,0,0
-1.615965720,0,1
-1.613967640,0,0
-1.611968680,0,1
-1.609970600,0,0
-1.607971640,0,1
-1.605973560,0,0
-1.603974600,0,1
-1.601976520,0,0
-1.599977560,0,1
-1.597979480,0,0
-1.595980520,0,1
-1.593982360,0,0
-1.591983400,0,1
-1.589985320,0,0
-1.587986360,0,1
-1.585988360,0,0
-1.583989400,0,1
-1.581991320,0,0
-1.579992360,0,1
-1.577994280,0,0
-1.575995320,0,1
-1.573997240,0,0
-1.571998280,0,1
-1.569996800,0,0
-1.568001240,0,1
-1.566003160,0,0
-1.564004200,0,1
-1.562006040,0,0
-1.560007080,0,1
-1.558009000,0,0
-1.556010040,0,1
-1.554011960,0,0
-1.552013000,0,1
-1.550014920,0,0
-1.548015960,0,1
-1.546017960,0,0
-1.544019000,0,1
-1.542020920,0,0
-1.540021960,0,1
-1.538023880,0,0
-1.536024920,0,1
-1.534026760,0,0
-1.532027800,0,1
-1.530029720,0,0
-1.528030760,0,1
-1.526032680,0,0
-1.524033720,0,1
-1.522035640,0,0
-1.520036680,0,1
-1.518038600,0,0
-1.516039640,0,1
-1.514041640,0,0
-1.512042680,0,1
-1.510044600,0,0
-1.508045640,0,1
-1.506047560,0,0
-1.504048600,0,1
-1.502050520,0,0
-1.500051480,0,1
-1.498053400,0,0
-1.496054440,0,1
-1.494056360,0,0
-1.492057400,0,1
-1.490059320,0,0
-1.488060360,0,1
-1.486062360,0,0
-1.484063320,0,1
-1.482065320,0,0
-1.480066360,0,1
-1.478068280,0,0
-1.476069320,0,1
-1.474071240,0,0
-1.472072280,0,1
-1.470074200,0,0
-1.468075240,0,1
-1.466077160,0,0
-1.464078200,0,1
-1.462080040,0,0
-1.460081080,0,1
-1.458083000,0,0
-1.456084080,0,1
-1.454086040,0,0
-1.452087080,0,1
-1.450089000,0,0
-1.448090040,0,1
-1.446091960,0,0
-1.444093000,0,1
-1.442091560,0,0
-1.440095960,0,1
-1.438097880,0,0
-1.436098920,0,1
-1.434100840,0,0
-1.432101880,0,1
-1.430103720,0,0
-1.428104800,0,1
-1.426106680,0,0
-1.424107760,0,1
-1.422109640,0,0
-1.420110720,0,1
-1.418112600,0,0
-1.416113680,0,1
-1.414115640,0,0
-1.412116680,0,1
-1.410118600,0,0
-1.408119640,0,1
-1.406121560,0,0
-1.404122600,0,1
-1.402124440,0,0
-1.400125520,0,1
-1.398127400,0,0
-1.396128480,0,1
-1.394130360,0,0
-1.392131440,0,1
-1.390133320,0,0
-1.388134400,0,1
-1.386136280,0,0
-1.384137360,0,1
-1.382139320,0,0
-1.380140360,0,1
-1.378142280,0,0
-1.376143320,0,1
-1.374145240,0,0
-1.372146280,0,1
-1.370148120,0,0
-1.368149200,0,1
-1.366151080,0,0
-1.364152160,0,1
-1.362154040,0,0
-1.360155120,0,1
-1.358157000,0,0
-1.356158080,0,1
-1.354159960,0,0
-1.352161040,0,1
-1.350163000,0,0
-1.348164040,0,1
-1.346165960,0,0
-1.344167000,0,1
-1.342168920,0,0
-1.340169960,0,1
-1.338171880,0,0
-1.336172920,0,1
-1.334174840,0,0
-1.332175880,0,1
-1.330177720,0,0
-1.328178800,0,1
-1.326180680,0,0
-1.324181760,0,1
-1.322183720,0,0
-1.320184760,0,1
-1.318186680,0,0
-1.316187720,0,1
-1.314186280,0,0
-1.312190680,0,1
-1.310192600,0,0
-1.308193640,0,1
-1.306195560,0,0
-1.304196600,0,1
-1.302198520,0,0
-1.300199560,0,1
-1.298201440,0,0
-1.296202480,0,1
-1.294204400,0,0
-1.292205440,0,1
-1.290207360,0,0
-1.288208400,0,1
-1.286210360,0,0
-1.284211400,0,1
-1.282213320,0,0
-1.280214360,0,1
-1.278216280,0,0
-1.276217320,0,1
-1.274219240,0,0
-1.272220280,0,1
-1.270222200,0,0
-1.268223240,0,1
-1.266225120,0,0
-1.264226160,0,1
-1.262228080,0,0
-1.260229120,0,1
-1.258231040,0,0
-1.256232080,0,1
-1.254234000,0,0
-1.252235040,0,1
-1.250237000,0,0
-1.248238080,0,1
-1.246239960,0,0
-1.244241040,0,1
-1.242242920,0,0
-1.240244000,0,1
-1.238245840,0,0
-1.236246880,0,1
-1.234248800,0,0
-1.232249840,0,1
-1.230251760,0,0
-1.228252800,0,1
-1.226254720,0,0
-1.224255760,0,1
-1.222257680,0,0
-1.220258720,0,1
-1.218260680,0,0
-1.216261760,0,1
-1.214263640,0,0
-1.212264720,0,1
-1.210266600,0,0
-1.208267680,0,1
-1.206269560,0,0
-1.204270640,0,1
-1.202272480,0,0
-1.200273520,0,1
-1.198275440,0,0
-1.196276480,0,1
-1.194278400,0,0
-1.192279440,0,1
-1.190281400,0,0
-1.188282480,0,1
-1.186281120,0,0
-1.184285440,0,1
-1.182287320,0,0
-1.180288400,0,1
-1.178290280,0,0
-1.176291360,0,1
-1.174293240,0,0
-1.172294320,0,1
-1.170296200,0,0
-1.168297280,0,1
-1.166299120,0,0
-1.164300160,0,1
-1.162302080,0,0
-1.160303120,0,1
-1.158305080,0,0
-1.156306160,0,1
-1.154308040,0,0
-1.152309120,0,1
-1.150311000,0,0
-1.148312080,0,1
-1.146313960,0,0
-1.144315040,0,1
-1.142316920,0,0
-1.140318000,0,1
-1.138319880,0,0
-1.136320960,0,1
-1.134322800,0,0
-1.132323840,0,1
-1.130325760,0,0
-1.128326800,0,1
-1.126328720,0,0
-1.124329760,0,1
-1.122331680,0,0
-1.120332720,0,1
-1.118334720,0,0
-1.116335760,0,1
-1.114337680,0,0
-1.112338720,0,1
-1.110340640,0,0
-1.108341680,0,1
-1.106343520,0,0
-1.104344560,0,1
-1.102346480,0,0
-1.100347520,0,1
-1.098349440,0,0
-1.096350480,0,1
-1.094352400,0,0
-1.092353440,0,1
-1.090355360,0,0
-1.088356400,0,1
-1.086358400,0,0
-1.084359440,0,1
-1.082361360,0,0
-1.080362400,0,1
-1.078364320,0,0
-1.076365360,0,1
-1.074367200,0,0
-1.072368240,0,1
-1.070370160,0,0
-1.068371200,0,1
-1.066373120,0,0
-1.064374160,0,1
-1.062376080,0,0
-1.060377120,0,1
-1.058375800,0,0
-1.056380080,0,1
-1.054382080,0,0
-1.052383120,0,1
-1.050385040,0,0
-1.048386080,0,1
-1.046388000,0,0
-1.044389040,0,1
-1.042390960,0,0
-1.040392000,0,1
-1.038393920,0,0
-1.036394960,0,1
-1.034396800,0,0
-1.032397840,0,1
-1.030399760,0,0
-1.028400800,0,1
-1.026402800,0,0
-1.024403840,0,1
-1.022405760,0,0
-1.020406800,0,1
-1.018408720,0,0
-1.016409760,0,1
-1.014411680,0,0
-1.012412720,0,1
-1.010414640,0,0
-1.008415680,0,1
-1.006417600,0,0
-1.004418640,0,1
-1.002420480,0,0
-1.000421520,0,1
-0.998423440,0,0
-0.996424480,0,1
-0.994426400,0,0
-0.992427440,0,1
-0.990429360,0,0
-0.988430480,0,1
-0.986432400,0,0
-0.984433440,0,1
-0.982435360,0,0
-0.980436400,0,1
-0.978438320,0,0
-0.976439360,0,1
-0.974441200,0,0
-0.972442320,0,1
-0.970444160,0,0
-0.968445200,0,1
-0.966447120,0,0
-0.964448160,0,1
-0.962450080,0,0
-0.960451120,0,1
-0.958453040,0,0
-0.956454080,0,1
-0.954456080,0,0
-0.952457120,0,1
-0.950459040,0,0
-0.948460080,0,1
-0.946462000,0,0
-0.944463040,0,1
-0.942464880,0,0
-0.940465920,0,1
-0.938467840,0,0
-0.936468880,0,1
-0.934470800,0,0
-0.932471840,0,1
-0.930470520,0,0
-0.928474800,0,1
-0.926476720,0,0
-0.924477760,0,1
-0.922479760,0,0
-0.920480800,0,1
-0.918482720,0,0
