4.500000000000000111e-01,3.500000000000000000e+03,3.530000000000000000e+02,1.500000000000000000e+02,4.500000000000000000e+02,1.500000000000000000e+02,4.000000000000000000e+02,1.500000000000000000e+02,1.000000000000000000e+01,3.112000000000000000e+03
1.251999999999999957e+01,3.880000000000000000e+02,-2.190000000000000000e+02,-1.500000000000000000e+02,1.500000000000000000e+02,4.500000000000000000e+02,1.500000000000000000e+02,4.000000000000000000e+02,1.000000000000000000e+01,3.116000000000000000e+03
2.457999999999999829e+01,3.840000000000000000e+02,3.800000000000000000e+01,3.800000000000000000e+01,3.380000000000000000e+02,2.620000000000000000e+02,3.380000000000000000e+02,2.620000000000000000e+02,1.100000000000000000e+01,3.151000000000000000e+03
3.659000000000000341e+01,3.490000000000000000e+02,3.100000000000000000e+01,3.100000000000000000e+01,3.310000000000000000e+02,2.690000000000000000e+02,3.310000000000000000e+02,2.690000000000000000e+02,1.200000000000000000e+01,3.032000000000000000e+03
4.857999999999999829e+01,4.680000000000000000e+02,5.600000000000000000e+01,5.600000000000000000e+01,3.560000000000000000e+02,2.440000000000000000e+02,3.560000000000000000e+02,2.440000000000000000e+02,1.500000000000000000e+01,3.098000000000000000e+03
6.057000000000000028e+01,4.020000000000000000e+02,3.400000000000000000e+01,3.400000000000000000e+01,3.340000000000000000e+02,2.660000000000000000e+02,3.340000000000000000e+02,2.660000000000000000e+02,1.900000000000000000e+01,2.967000000000000000e+03
7.257999999999999829e+01,5.330000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,3.640000000000000000e+02,2.360000000000000000e+02,3.640000000000000000e+02,2.360000000000000000e+02,2.300000000000000000e+01,3.001000000000000000e+03
8.456000000000000227e+01,4.990000000000000000e+02,4.700000000000000000e+01,4.700000000000000000e+01,3.470000000000000000e+02,2.530000000000000000e+02,3.470000000000000000e+02,2.530000000000000000e+02,2.900000000000000000e+01,3.032000000000000000e+03
9.656000000000000227e+01,4.680000000000000000e+02,4.400000000000000000e+01,4.400000000000000000e+01,3.440000000000000000e+02,2.560000000000000000e+02,3.440000000000000000e+02,2.560000000000000000e+02,3.500000000000000000e+01,3.032000000000000000e+03
1.085499999999999972e+02,4.680000000000000000e+02,4.600000000000000000e+01,4.600000000000000000e+01,3.460000000000000000e+02,2.540000000000000000e+02,3.460000000000000000e+02,2.540000000000000000e+02,4.200000000000000000e+01,3.147000000000000000e+03
1.205000000000000000e+02,3.530000000000000000e+02,2.500000000000000000e+01,2.500000000000000000e+01,3.250000000000000000e+02,2.750000000000000000e+02,3.250000000000000000e+02,2.750000000000000000e+02,4.900000000000000000e+01,3.146000000000000000e+03
1.325000000000000000e+02,3.540000000000000000e+02,3.500000000000000000e+01,3.500000000000000000e+01,3.350000000000000000e+02,2.650000000000000000e+02,3.350000000000000000e+02,2.650000000000000000e+02,5.500000000000000000e+01,3.111000000000000000e+03
1.444799999999999898e+02,3.890000000000000000e+02,4.100000000000000000e+01,4.100000000000000000e+01,3.410000000000000000e+02,2.590000000000000000e+02,3.410000000000000000e+02,2.590000000000000000e+02,6.100000000000000000e+01,3.246000000000000000e+03
1.565200000000000102e+02,2.540000000000000000e+02,1.400000000000000000e+01,1.400000000000000000e+01,3.140000000000000000e+02,2.860000000000000000e+02,3.140000000000000000e+02,2.860000000000000000e+02,6.800000000000000000e+01,3.323000000000000000e+03
