i,t_ms,loop_count,sum_junct,D,adj_sat,gt_block,if_then,pend_enc
775,1552.20,775,12,60,60,1,60,-12
776,1554.18,776,12,60,60,1,60,-12
777,1556.19,777,12,60,60,1,60,-12
778,1558.20,778,12,60,60,1,60,-12
779,1560.18,779,12,60,60,1,60,-12
780,1562.19,780,12,60,60,1,60,-12
781,1564.20,781,12,60,60,1,60,-12
782,1566.18,782,12,60,60,1,60,-12
783,1568.19,783,12,60,60,1,60,-12
784,1570.20,784,12,60,60,1,60,-12
785,1572.18,785,12,60,60,1,60,-12
786,1574.19,786,11,5,5,1,5,-11
787,1576.21,787,11,55,55,1,55,-11
788,1578.18,788,11,55,55,1,55,-11
789,1580.19,789,11,55,55,1,55,-11
790,1582.20,790,11,55,55,1,55,-11
791,1584.18,791,11,55,55,1,55,-11
792,1586.19,792,11,55,55,1,55,-11
793,1588.20,793,11,55,55,1,55,-11
794,1590.18,794,11,55,55,1,55,-11
795,1592.19,795,11,55,55,1,55,-11
796,1594.21,796,11,55,55,1,55,-11
797,1596.18,797,11,55,55,1,55,-11
798,1598.20,798,11,55,55,1,55,-11
799,1600.18,799,11,55,55,1,55,-11
800,1602.19,800,10,0,0,1,0,-10
801,1604.21,801,10,50,50,1,50,-10
802,1606.18,802,10,50,50,1,50,-10
803,1608.19,803,10,50,50,1,50,-10
804,1610.20,804,10,50,50,1,50,-10
805,1612.18,805,10,50,50,1,50,-10
806,1614.20,806,10,50,50,1,50,-10
807,1616.21,807,10,50,50,1,50,-10
808,1618.19,808,10,50,50,1,50,-10
809,1620.20,809,10,50,50,1,50,-10
810,1622.21,810,10,50,50,1,50,-10
811,1624.19,811,10,50,50,1,50,-10
812,1626.20,812,9,-4,-4,1,-4,-9
813,1628.21,813,9,45,45,1,45,-9
814,1630.19,814,9,45,45,1,45,-9
815,1632.20,815,9,45,45,1,45,-9
816,1634.21,816,9,45,45,1,45,-9
817,1636.19,817,9,45,45,1,45,-9
818,1638.19,818,9,45,45,1,45,-9
819,1640.20,819,9,45,45,1,45,-9
820,1642.21,820,9,45,45,1,45,-9
821,1644.19,821,9,45,45,1,45,-9
822,1646.20,822,8,-9,-9,1,-9,-8
823,1648.19,823,8,40,40,1,40,-8
824,1650.20,824,8,40,40,1,40,-8
825,1652.21,825,8,40,40,1,40,-8
826,1654.19,826,8,40,40,1,40,-8
827,1656.20,827,8,40,40,1,40,-8
828,1658.21,828,8,40,40,1,40,-8
829,1660.19,829,8,40,40,1,40,-8
830,1662.20,830,8,40,40,1,40,-8
831,1664.21,831,8,40,40,1,40,-8
832,1666.19,832,8,40,40,1,40,-8
833,1668.20,833,7,-14,-14,1,-14,-7
834,1670.21,834,7,35,35,1,35,-7
835,1672.19,835,7,35,35,1,35,-7
836,1674.20,836,7,35,35,1,35,-7
837,1676.22,837,7,35,35,1,35,-7
838,1678.19,838,7,35,35,1,35,-7
839,1680.21,839,7,35,35,1,35,-7
840,1682.22,840,7,35,35,1,35,-7
841,1684.19,841,6,-20,-20,1,-20,-6
842,1686.21,842,6,30,30,1,30,-6
843,1688.19,843,6,30,30,1,30,-6
844,1690.20,844,6,30,30,1,30,-6
845,1692.22,845,6,30,30,1,30,-6
846,1694.19,846,6,30,30,1,30,-6
847,1696.21,847,6,30,30,1,30,-6
848,1698.22,848,6,30,30,1,30,-6
849,1700.19,849,6,30,30,1,30,-6
850,1702.21,850,6,30,30,1,30,-6
851,1704.22,851,5,-24,-24,1,-24,-5
852,1706.19,852,5,25,25,1,25,-5
853,1708.21,853,5,25,25,1,25,-5
854,1710.22,854,5,25,25,1,25,-5
855,1712.19,855,5,25,25,1,25,-5
856,1714.20,856,5,25,25,1,25,-5
857,1716.22,857,5,25,25,1,25,-5
858,1718.19,858,5,25,25,1,25,-5
859,1720.21,859,5,25,25,1,25,-5
860,1722.22,860,4,-29,-29,1,-29,-4
861,1724.19,861,4,20,20,1,20,-4
862,1726.21,862,4,20,20,1,20,-4
863,1728.22,863,4,20,20,1,20,-4
864,1730.20,864,4,20,20,1,20,-4
865,1732.21,865,4,20,20,1,20,-4
866,1734.22,866,4,20,20,1,20,-4
867,1736.20,867,4,20,20,1,20,-4
868,1738.21,868,4,20,20,1,20,-4
869,1740.22,869,4,20,20,1,20,-4
870,1742.20,870,3,-35,-35,1,-35,-3
871,1744.21,871,3,15,15,1,15,-3
872,1746.22,872,3,15,15,1,15,-3
873,1748.20,873,3,15,15,1,15,-3
874,1750.21,874,3,15,15,1,15,-3
875,1752.22,875,3,15,15,1,15,-3
876,1754.20,876,3,15,15,1,15,-3
877,1756.21,877,3,15,15,1,15,-3
878,1758.23,878,2,-39,-39,1,-39,-2
879,1760.20,879,2,10,10,1,10,-2
880,1762.21,880,2,10,10,1,10,-2
881,1764.22,881,2,10,10,1,10,-2
882,1766.20,882,2,10,10,1,10,-2
883,1768.21,883,2,10,10,1,10,-2
884,1770.23,884,2,10,10,1,10,-2
885,1772.20,885,2,10,10,1,10,-2
886,1774.21,886,2,10,10,1,10,-2
887,1776.22,887,2,10,10,1,10,-2
888,1778.20,888,2,10,10,1,10,-2
889,1780.22,889,1,-44,-44,1,-44,-1
890,1782.23,890,1,5,5,1,5,-1
891,1784.20,891,1,5,5,1,5,-1
892,1786.22,892,1,5,5,1,5,-1
893,1788.23,893,1,5,5,1,5,-1
894,1790.20,894,1,5,5,1,5,-1
895,1792.21,895,1,5,5,1,5,-1
896,1794.23,896,1,5,5,1,5,-1
897,1796.20,897,1,5,5,1,5,-1
898,1798.22,898,1,5,5,1,5,-1
899,1800.23,899,1,5,5,1,5,-1
900,1802.20,900,1,5,5,1,5,-1
901,1804.22,901,0,-49,-49,1,-49,0
902,1806.23,902,0,0,0,1,0,0
903,1808.21,903,0,0,0,1,0,0
904,1810.22,904,0,0,0,1,0,0
905,1812.23,905,0,0,0,1,0,0
906,1814.21,906,0,0,0,1,0,0
907,1816.22,907,0,0,0,1,0,0
908,1818.24,908,0,0,0,1,0,0
909,1820.21,909,0,0,0,1,0,0
910,1822.22,910,0,0,0,1,0,0
911,1824.23,911,0,0,0,1,0,0
912,1826.21,912,0,0,0,1,0,0
913,1828.22,913,0,0,0,1,0,0
914,1830.23,914,0,0,0,1,0,0
915,1832.21,915,0,0,0,1,0,0
916,1834.22,916,-1,-54,-54,1,-54,1
917,1836.23,917,-1,-5,-5,1,-5,1
918,1838.21,918,-1,-5,-5,1,-5,1
919,1840.22,919,-1,-5,-5,1,-5,1
920,1842.23,920,-1,-5,-5,1,-5,1
921,1844.21,921,-1,-5,-5,1,-5,1
922,1846.22,922,-1,-5,-5,1,-5,1
923,1848.21,923,-1,-5,-5,1,-5,1
924,1850.22,924,-1,-5,-5,1,-5,1
925,1852.24,925,-1,-5,-5,1,-5,1
926,1854.21,926,-1,-5,-5,1,-5,1
927,1856.22,927,-1,-5,-5,1,-5,1
928,1858.24,928,-1,-5,-5,1,-5,1
929,1860.21,929,-1,-5,-5,1,-5,1
930,1862.22,930,-1,-5,-5,1,-5,1
931,1864.23,931,-1,-5,-5,1,-5,1
932,1866.24,932,-1,-5,-5,1,-5,1
933,1868.21,933,-1,-5,-5,1,-5,1
934,1870.22,934,-1,-5,-5,1,-5,1
935,1872.24,935,-1,-5,-5,1,-5,1
936,1874.21,936,-1,-5,-5,1,-5,1
937,1876.22,937,-1,-5,-5,1,-5,1
938,1878.24,938,-2,-59,-59,1,-59,2
939,1880.21,939,-2,-10,-10,1,-10,2
940,1882.22,940,-2,-10,-10,1,-10,2
941,1884.24,941,-2,-10,-10,1,-10,2
942,1886.21,942,-2,-10,-10,1,-10,2
943,1888.23,943,-2,-10,-10,1,-10,2
944,1890.24,944,-2,-10,-10,1,-10,2
945,1892.21,945,-2,-10,-10,1,-10,2
946,1894.23,946,-2,-10,-10,1,-10,2
947,1896.24,947,-2,-10,-10,1,-10,2
948,1898.24,948,-2,-10,-10,1,-10,2
949,1900.21,949,-2,-10,-10,1,-10,2
950,1902.23,950,-2,-10,-10,1,-10,2
951,1904.24,951,-2,-10,-10,1,-10,2
952,1906.22,952,-2,-10,-10,1,-10,2
953,1908.23,953,-2,-10,-10,1,-10,2
954,1910.24,954,-2,-10,-10,1,-10,2
955,1912.22,955,-2,-10,-10,1,-10,2
956,1914.23,956,-2,-10,-10,1,-10,2
957,1916.24,957,-2,-10,-10,1,-10,2
958,1918.22,958,-2,-10,-10,1,-10,2
959,1920.23,959,-2,-10,-10,1,-10,2
960,1922.24,960,-2,-10,-10,1,-10,2
961,1924.22,961,-2,-10,-10,1,-10,2
962,1926.23,962,-2,-10,-10,1,-10,2
963,1928.22,963,-2,-10,-10,1,-10,2
964,1930.23,964,-2,-10,-10,1,-10,2
965,1932.24,965,-2,-10,-10,1,-10,2
966,1934.22,966,-2,-10,-10,1,-10,2
967,1936.23,967,-2,-10,-10,1,-10,2
968,1938.24,968,-2,-10,-10,1,-10,2
969,1940.22,969,-2,-10,-10,1,-10,2
970,1942.23,970,-2,-10,-10,1,-10,2
971,1944.24,971,-2,-10,-10,1,-10,2
972,1946.22,972,-2,-10,-10,1,-10,2
973,1948.23,973,-2,-10,-10,1,-10,2
974,1950.24,974,-2,-10,-10,1,-10,2
975,1952.22,975,-2,-10,-10,1,-10,2
976,1954.23,976,-2,-10,-10,1,-10,2
977,1956.24,977,-2,-10,-10,1,-10,2
978,1958.22,978,-2,-10,-10,1,-10,2
979,1960.24,979,-1,44,44,1,44,1
980,1962.25,980,-1,-5,-5,1,-5,1
981,1964.22,981,-1,-5,-5,1,-5,1
982,1966.24,982,-1,-5,-5,1,-5,1
983,1968.25,983,-1,-5,-5,1,-5,1
984,1970.22,984,-1,-5,-5,1,-5,1
985,1972.23,985,-1,-5,-5,1,-5,1
986,1974.25,986,-1,-5,-5,1,-5,1
987,1976.22,987,-1,-5,-5,1,-5,1
988,1978.23,988,-1,-5,-5,1,-5,1
989,1980.25,989,-1,-5,-5,1,-5,1
990,1982.22,990,-1,-5,-5,1,-5,1
991,1984.24,991,-1,-5,-5,1,-5,1
992,1986.26,992,-1,-5,-5,1,-5,1
993,1988.23,993,-1,-5,-5,1,-5,1
994,1990.24,994,-1,-5,-5,1,-5,1
995,1992.25,995,-1,-5,-5,1,-5,1
996,1994.22,996,-1,-5,-5,1,-5,1
997,1996.24,997,-1,-5,-5,1,-5,1
998,1998.25,998,-1,-5,-5,1,-5,1
999,2000.23,999,-1,-5,-5,1,-5,1
